image,country,count_boundary_pixels,count_parcel_pixels,count_background_pixels
ES_1131_S2_10m_256.nc,ES,31855,52988,12548
FR_13438_S2_10m_256.nc,FR,18369,34127,31409
AT_2988_S2_10m_256.nc,AT,8435,27734,37802
SI_2410_S2_10m_256.nc,SI,38454,39459,26077
AT_7755_S2_10m_256.nc,AT,20274,25891,39645
AT_8562_S2_10m_256.nc,AT,24543,48287,17249
NL_3510_S2_10m_256.nc,NL,0,0,65536
AT_3211_S2_10m_256.nc,AT,3022,8908,56628
FR_57479_S2_10m_256.nc,FR,4558,7208,58328
FR_33720_S2_10m_256.nc,FR,12146,18404,47132
AT_9007_S2_10m_256.nc,AT,25959,39459,26077
FR_16924_S2_10m_256.nc,FR,0,0,65536
SE_12048_S2_10m_256.nc,SE,6319,16520,49016
SI_896_S2_10m_256.nc,SI,37029,42126,23410
FR_50067_S2_10m_256.nc,FR,4475,5699,59837
AT_6040_S2_10m_256.nc,AT,19529,36760,28776
FR_70401_S2_10m_256.nc,FR,1263,11750,53786
NL_3982_S2_10m_256.nc,NL,30233,47058,18478
ES_3388_S2_10m_256.nc,ES,21863,31627,33909
SE_18957_S2_10m_256.nc,SE,2742,6822,58714
ES_1186_S2_10m_256.nc,ES,34705,54366,11170
AT_6742_S2_10m_256.nc,AT,19502,33868,31668
ES_699_S2_10m_256.nc,ES,26088,44482,21054
SI_1237_S2_10m_256.nc,SI,263,156,65380
SE_20484_S2_10m_256.nc,SE,8662,10394,55142
FR_41484_S2_10m_256.nc,FR,3662,9054,56482
AT_5582_S2_10m_256.nc,AT,4093,61653,3883
FR_50312_S2_10m_256.nc,FR,13462,17887,47649
AT_4308_S2_10m_256.nc,AT,6741,42317,23219
AT_6982_S2_10m_256.nc,AT,2206,13263,52273
AT_6631_S2_10m_256.nc,AT,16660,33321,32215
AT_7749_S2_10m_256.nc,AT,16090,18976,46560
AT_5192_S2_10m_256.nc,AT,3483,9780,55756
SE_12729_S2_10m_256.nc,SE,18195,27702,37834
FR_14438_S2_10m_256.nc,FR,188,486,65050
ES_1368_S2_10m_256.nc,ES,36258,38442,27094
FR_47610_S2_10m_256.nc,FR,21623,18148,47388
SE_37973_S2_10m_256.nc,SE,131,150,65386
SE_36324_S2_10m_256.nc,SE,1839,3262,62274
FR_30317_S2_10m_256.nc,FR,5613,8752,56784
FR_51162_S2_10m_256.nc,FR,412,737,64799
FR_22249_S2_10m_256.nc,FR,13283,27622,37914
SE_15418_S2_10m_256.nc,SE,10109,13587,51949
AT_5193_S2_10m_256.nc,AT,11976,27652,37884
FR_29321_S2_10m_256.nc,FR,14317,34082,31454
AT_1656_S2_10m_256.nc,AT,10706,13714,51822
FR_30758_S2_10m_256.nc,FR,22989,46120,19416
SI_1240_S2_10m_256.nc,SI,2479,3775,61761
AT_978_S2_10m_256.nc,AT,3158,14110,51426
FR_10691_S2_10m_256.nc,FR,23308,49098,16438
SI_1036_S2_10m_256.nc,SI,875,648,64888
FR_70127_S2_10m_256.nc,FR,76,177,65359
FR_53621_S2_10m_256.nc,FR,6696,11658,53878
NL_1650_S2_10m_256.nc,NL,1832,2363,63173
NL_1812_S2_10m_256.nc,NL,28642,30415,35121
SI_1587_S2_10m_256.nc,SI,4146,2417,63119
NL_1813_S2_10m_256.nc,NL,21780,50758,14778
FR_36070_S2_10m_256.nc,FR,4627,8696,56840
ES_3386_S2_10m_256.nc,ES,6023,10289,55247
SE_30932_S2_10m_256.nc,SE,6491,10849,54687
ES_137_S2_10m_256.nc,ES,31196,26309,39227
AT_3938_S2_10m_256.nc,AT,4753,35470,30066
AT_9540_S2_10m_256.nc,AT,30981,61345,4191
NL_4535_S2_10m_256.nc,NL,28117,52969,12567
FR_57019_S2_10m_256.nc,FR,17124,33999,31537
AT_6408_S2_10m_256.nc,AT,19645,51253,14283
FR_17327_S2_10m_256.nc,FR,18956,35785,29751
SI_2323_S2_10m_256.nc,SI,18313,27035,38501
NL_3733_S2_10m_256.nc,NL,17289,27558,37978
NL_1268_S2_10m_256.nc,NL,2414,2863,62673
SE_41324_S2_10m_256.nc,SE,18168,26293,39243
AT_6190_S2_10m_256.nc,AT,6649,10681,54855
FR_18044_S2_10m_256.nc,FR,330,244,65292
NL_4830_S2_10m_256.nc,NL,21375,54518,11018
AT_1426_S2_10m_256.nc,AT,2688,8489,57047
SE_41713_S2_10m_256.nc,SE,10523,11672,53864
SE_25877_S2_10m_256.nc,SE,16760,23472,42064
SE_10857_S2_10m_256.nc,SE,19150,39708,25828
AT_4900_S2_10m_256.nc,AT,4053,32241,33295
FR_30410_S2_10m_256.nc,FR,2300,4841,60695
NL_4534_S2_10m_256.nc,NL,2173,3249,62287
SE_20412_S2_10m_256.nc,SE,22789,47323,18213
SE_28607_S2_10m_256.nc,SE,2453,6533,59003
FR_54776_S2_10m_256.nc,FR,8673,11682,53854
ES_867_S2_10m_256.nc,ES,1863,1464,64072
FR_25294_S2_10m_256.nc,FR,3243,6045,59491
NL_3715_S2_10m_256.nc,NL,20310,29419,36117
FR_28557_S2_10m_256.nc,FR,22651,51564,13972
AT_7214_S2_10m_256.nc,AT,0,0,65536
NL_4146_S2_10m_256.nc,NL,27255,47950,17586
NL_3528_S2_10m_256.nc,NL,24195,46925,18611
SE_14716_S2_10m_256.nc,SE,12889,33126,32410
AT_5260_S2_10m_256.nc,AT,13481,17295,48241
FR_26340_S2_10m_256.nc,FR,20794,39527,26009
AT_4398_S2_10m_256.nc,AT,7818,11232,54304
FR_31310_S2_10m_256.nc,FR,16037,23110,42426
AT_3496_S2_10m_256.nc,AT,2523,9816,55720
NL_1648_S2_10m_256.nc,NL,16018,26983,38553
FR_25482_S2_10m_256.nc,FR,24268,43939,21597
AT_2532_S2_10m_256.nc,AT,3354,22120,43416
FR_55866_S2_10m_256.nc,FR,1233,10331,55205
AT_8987_S2_10m_256.nc,AT,11892,13067,52469
SE_30928_S2_10m_256.nc,SE,14466,27270,38266
NL_1805_S2_10m_256.nc,NL,34556,35870,29666
AT_7945_S2_10m_256.nc,AT,1114,1670,63866
NL_3512_S2_10m_256.nc,NL,30543,43520,22016
AT_5126_S2_10m_256.nc,AT,10107,22647,42889
FR_46564_S2_10m_256.nc,FR,10720,29575,35961
AT_7076_S2_10m_256.nc,AT,26578,51752,13784
SE_16563_S2_10m_256.nc,SE,6123,17319,48217
FR_59133_S2_10m_256.nc,FR,0,0,65536
AT_7184_S2_10m_256.nc,AT,16153,28516,37020
AT_6082_S2_10m_256.nc,AT,262,187,65349
SE_31380_S2_10m_256.nc,SE,6339,8921,56615
AT_6292_S2_10m_256.nc,AT,684,9788,55748
AT_2462_S2_10m_256.nc,AT,21495,32316,33220
FR_49642_S2_10m_256.nc,FR,104,314,65222
NL_1423_S2_10m_256.nc,NL,1418,1003,64533
ES_1007_S2_10m_256.nc,ES,29700,48276,17260
AT_7359_S2_10m_256.nc,AT,42,17,65519
FR_45153_S2_10m_256.nc,FR,6267,7659,57877
AT_9816_S2_10m_256.nc,AT,21161,56039,9497
NL_1956_S2_10m_256.nc,NL,39664,41024,24512
FR_53440_S2_10m_256.nc,FR,9197,25615,39921
FR_24766_S2_10m_256.nc,FR,20891,46006,19530
SI_2324_S2_10m_256.nc,SI,21694,44219,21317
FR_16696_S2_10m_256.nc,FR,13928,35805,29731
SE_43413_S2_10m_256.nc,SE,0,0,65536
SE_9325_S2_10m_256.nc,SE,3255,7131,58405
ES_582_S2_10m_256.nc,ES,16578,58593,6943
FR_33853_S2_10m_256.nc,FR,2100,2898,62638
AT_1641_S2_10m_256.nc,AT,1199,4106,61430
FR_42057_S2_10m_256.nc,FR,30275,53025,12511
NL_2731_S2_10m_256.nc,NL,982,842,64694
LU_172_S2_10m_256.nc,LU,12182,18592,46944
NL_1101_S2_10m_256.nc,NL,14187,34081,31455
FR_30049_S2_10m_256.nc,FR,18439,48661,16875
FR_53920_S2_10m_256.nc,FR,2813,39509,26027
FR_26660_S2_10m_256.nc,FR,2317,4756,60780
AT_8190_S2_10m_256.nc,AT,22692,50817,14719
NL_2438_S2_10m_256.nc,NL,16993,19569,45967
ES_1972_S2_10m_256.nc,ES,25271,44437,21099
NL_4995_S2_10m_256.nc,NL,16531,53691,11845
AT_8039_S2_10m_256.nc,AT,23314,43893,21643
FR_41012_S2_10m_256.nc,FR,336,871,64665
FR_37464_S2_10m_256.nc,FR,11489,22634,42902
AT_6529_S2_10m_256.nc,AT,4175,6745,58791
NL_1726_S2_10m_256.nc,NL,3472,3387,62149
NL_3198_S2_10m_256.nc,NL,4154,6782,58754
AT_4234_S2_10m_256.nc,AT,3602,30072,35464
SE_17810_S2_10m_256.nc,SE,760,1687,63849
FR_47982_S2_10m_256.nc,FR,8409,15769,49767
SE_15479_S2_10m_256.nc,SE,23643,48666,16870
FR_58088_S2_10m_256.nc,FR,1690,21163,44373
FR_55092_S2_10m_256.nc,FR,11990,22747,42789
NL_2902_S2_10m_256.nc,NL,0,0,65536
SE_27808_S2_10m_256.nc,SE,21276,46301,19235
AT_1639_S2_10m_256.nc,AT,1544,7771,57765
AT_7859_S2_10m_256.nc,AT,706,1526,64010
FR_12056_S2_10m_256.nc,FR,20131,40322,25214
FR_59417_S2_10m_256.nc,FR,2223,12591,52945
SE_11590_S2_10m_256.nc,SE,3253,4797,60739
AT_4927_S2_10m_256.nc,AT,23389,42876,22660
FR_14790_S2_10m_256.nc,FR,20243,42107,23429
FR_59173_S2_10m_256.nc,FR,344,431,65105
FR_38459_S2_10m_256.nc,FR,24735,47975,17561
SE_11964_S2_10m_256.nc,SE,18994,28947,36589
NL_4905_S2_10m_256.nc,NL,14250,29282,36254
NL_4196_S2_10m_256.nc,NL,13568,23257,42279
FR_55127_S2_10m_256.nc,FR,3434,7675,57861
FR_70954_S2_10m_256.nc,FR,4952,18448,47088
AT_8692_S2_10m_256.nc,AT,3463,47104,18432
NL_2715_S2_10m_256.nc,NL,6048,9726,55810
ES_3515_S2_10m_256.nc,ES,22482,32976,32560
FR_44962_S2_10m_256.nc,FR,28,12,65524
NL_2506_S2_10m_256.nc,NL,15394,21879,43657
NL_2659_S2_10m_256.nc,NL,17552,20144,45392
AT_1933_S2_10m_256.nc,AT,2395,59303,6233
SE_27778_S2_10m_256.nc,SE,7542,17518,48018
FR_33503_S2_10m_256.nc,FR,8730,22810,42726
SE_27456_S2_10m_256.nc,SE,14151,26440,39096
AT_10252_S2_10m_256.nc,AT,36384,54294,11242
AT_8115_S2_10m_256.nc,AT,22772,51138,14398
AT_7228_S2_10m_256.nc,AT,19667,33100,32436
NL_3681_S2_10m_256.nc,NL,30434,46761,18775
ES_1216_S2_10m_256.nc,ES,0,0,65536
NL_3578_S2_10m_256.nc,NL,0,0,65536
SI_2185_S2_10m_256.nc,SI,28778,43941,21595
NL_3497_S2_10m_256.nc,NL,13177,20295,45241
NL_2556_S2_10m_256.nc,NL,11578,21251,44285
SI_1642_S2_10m_256.nc,SI,26686,33950,31586
LU_85_S2_10m_256.nc,LU,13841,19537,45999
SE_25466_S2_10m_256.nc,SE,11151,12569,52967
AT_9663_S2_10m_256.nc,AT,0,0,65536
NL_3903_S2_10m_256.nc,NL,29261,40408,25128
FR_21168_S2_10m_256.nc,FR,20368,52082,13454
FR_14805_S2_10m_256.nc,FR,6027,9420,56116
SE_16946_S2_10m_256.nc,SE,7838,12620,52916
SI_2057_S2_10m_256.nc,SI,25132,32842,32694
FR_23964_S2_10m_256.nc,FR,13629,38458,27078
FR_39550_S2_10m_256.nc,FR,2820,13013,52523
ES_3884_S2_10m_256.nc,ES,14670,32452,33084
SI_423_S2_10m_256.nc,SI,2020,2389,63147
AT_5198_S2_10m_256.nc,AT,1936,9255,56281
NL_4272_S2_10m_256.nc,NL,24423,40147,25389
NL_2563_S2_10m_256.nc,NL,25599,43852,21684
ES_1615_S2_10m_256.nc,ES,31714,46419,19117
SE_18519_S2_10m_256.nc,SE,1477,1335,64201
AT_4390_S2_10m_256.nc,AT,4369,15733,49803
AT_6397_S2_10m_256.nc,AT,4040,31178,34358
AT_6814_S2_10m_256.nc,AT,18493,34522,31014
AT_4028_S2_10m_256.nc,AT,7258,17951,47585
SE_12349_S2_10m_256.nc,SE,19009,35835,29701
SE_22369_S2_10m_256.nc,SE,13453,16428,49108
LU_240_S2_10m_256.nc,LU,9380,20012,45524
SE_23642_S2_10m_256.nc,SE,4071,22528,43008
SE_7393_S2_10m_256.nc,SE,19850,35484,30052
NL_5059_S2_10m_256.nc,NL,17672,36304,29232
SE_29418_S2_10m_256.nc,SE,21400,32378,33158
AT_9069_S2_10m_256.nc,AT,31207,46750,18786
NL_2112_S2_10m_256.nc,NL,51261,53437,12099
SE_18113_S2_10m_256.nc,SE,20958,43334,22202
SE_13937_S2_10m_256.nc,SE,23688,43190,22346
AT_2755_S2_10m_256.nc,AT,13354,21228,44308
NL_4266_S2_10m_256.nc,NL,24412,49643,15893
NL_4763_S2_10m_256.nc,NL,8087,16962,48574
FR_31584_S2_10m_256.nc,FR,18756,26196,39340
SE_35552_S2_10m_256.nc,SE,15867,55364,10172
FR_43993_S2_10m_256.nc,FR,19560,23199,42337
ES_1337_S2_10m_256.nc,ES,0,0,65536
AT_7595_S2_10m_256.nc,AT,26484,46531,19005
LU_91_S2_10m_256.nc,LU,24270,42923,22613
FR_52230_S2_10m_256.nc,FR,1831,15079,50457
FR_7939_S2_10m_256.nc,FR,18999,32647,32889
NL_3196_S2_10m_256.nc,NL,29873,45733,19803
FR_50302_S2_10m_256.nc,FR,1661,10693,54843
NL_3430_S2_10m_256.nc,NL,0,0,65536
NL_3345_S2_10m_256.nc,NL,2863,3849,61687
FR_60657_S2_10m_256.nc,FR,7287,21610,43926
FR_29025_S2_10m_256.nc,FR,5873,65130,406
AT_4594_S2_10m_256.nc,AT,15043,15466,50070
FR_29128_S2_10m_256.nc,FR,19352,42643,22893
FR_59181_S2_10m_256.nc,FR,3691,32532,33004
FR_39080_S2_10m_256.nc,FR,9109,29216,36320
NL_1568_S2_10m_256.nc,NL,12856,46690,18846
NL_2638_S2_10m_256.nc,NL,10432,22362,43174
AT_5210_S2_10m_256.nc,AT,733,2565,62971
AT_8547_S2_10m_256.nc,AT,1718,26955,38581
SE_8537_S2_10m_256.nc,SE,2036,2743,62793
AT_8944_S2_10m_256.nc,AT,31540,57040,8496
FR_35042_S2_10m_256.nc,FR,10834,20918,44618
SE_44139_S2_10m_256.nc,SE,4450,5192,60344
SE_24341_S2_10m_256.nc,SE,16827,57952,7584
ES_1970_S2_10m_256.nc,ES,5395,6232,59304
AT_7759_S2_10m_256.nc,AT,26179,33671,31865
ES_3395_S2_10m_256.nc,ES,11559,14500,51036
SE_29772_S2_10m_256.nc,SE,8848,35992,29544
AT_5719_S2_10m_256.nc,AT,4230,39310,26226
SI_242_S2_10m_256.nc,SI,7770,12393,53143
LU_92_S2_10m_256.nc,LU,23287,51689,13847
AT_8280_S2_10m_256.nc,AT,12415,23341,42195
SI_1394_S2_10m_256.nc,SI,22619,28914,36622
FR_19141_S2_10m_256.nc,FR,1647,5137,60399
FR_21578_S2_10m_256.nc,FR,7721,53532,12004
AT_5752_S2_10m_256.nc,AT,20531,31832,33704
SI_1235_S2_10m_256.nc,SI,4953,6986,58550
AT_7357_S2_10m_256.nc,AT,2386,9629,55907
FR_41208_S2_10m_256.nc,FR,4451,9408,56128
NL_3350_S2_10m_256.nc,NL,94,101,65435
AT_5036_S2_10m_256.nc,AT,4092,26396,39140
ES_3569_S2_10m_256.nc,ES,13987,19057,46479
NL_410_S2_10m_256.nc,NL,9302,15272,50264
AT_6025_S2_10m_256.nc,AT,22475,33927,31609
FR_18862_S2_10m_256.nc,FR,145,134,65402
AT_9043_S2_10m_256.nc,AT,21350,22363,43173
AT_7194_S2_10m_256.nc,AT,7926,10883,54653
SE_31715_S2_10m_256.nc,SE,0,0,65536
AT_6831_S2_10m_256.nc,AT,4481,8692,56844
FR_68753_S2_10m_256.nc,FR,2442,8314,57222
FR_51423_S2_10m_256.nc,FR,9901,25093,40443
SI_1351_S2_10m_256.nc,SI,19988,24150,41386
ES_571_S2_10m_256.nc,ES,25363,44056,21480
ES_3460_S2_10m_256.nc,ES,0,0,65536
AT_5739_S2_10m_256.nc,AT,7393,8281,57255
SE_14246_S2_10m_256.nc,SE,14723,61214,4322
FR_40404_S2_10m_256.nc,FR,26178,44584,20952
FR_39333_S2_10m_256.nc,FR,16609,39768,25768
LU_51_S2_10m_256.nc,LU,22463,43343,22193
AT_6981_S2_10m_256.nc,AT,2005,16862,48674
AT_754_S2_10m_256.nc,AT,5544,28303,37233
ES_191_S2_10m_256.nc,ES,9280,16200,49336
AT_5557_S2_10m_256.nc,AT,2817,2736,62800
AT_8399_S2_10m_256.nc,AT,1171,11614,53922
SE_35925_S2_10m_256.nc,SE,10173,19349,46187
AT_9274_S2_10m_256.nc,AT,20926,21501,44035
AT_9442_S2_10m_256.nc,AT,21866,39696,25840
NL_4688_S2_10m_256.nc,NL,21693,49310,16226
AT_6547_S2_10m_256.nc,AT,5821,9720,55816
AT_8177_S2_10m_256.nc,AT,4600,21157,44379
FR_15359_S2_10m_256.nc,FR,0,0,65536
FR_49464_S2_10m_256.nc,FR,5837,29382,36154
NL_1105_S2_10m_256.nc,NL,328,413,65123
ES_262_S2_10m_256.nc,ES,6658,4832,60704
AT_5563_S2_10m_256.nc,AT,7262,13579,51957
SE_37480_S2_10m_256.nc,SE,15256,30437,35099
FR_33298_S2_10m_256.nc,FR,7024,11819,53717
SE_21722_S2_10m_256.nc,SE,10633,12551,52985
FR_59267_S2_10m_256.nc,FR,11698,30756,34780
ES_1065_S2_10m_256.nc,ES,33742,56003,9533
FR_42097_S2_10m_256.nc,FR,13474,41804,23732
NL_3911_S2_10m_256.nc,NL,26126,49286,16250
SE_42799_S2_10m_256.nc,SE,16227,33173,32363
AT_247_S2_10m_256.nc,AT,23949,28939,36597
SI_670_S2_10m_256.nc,SI,17886,19563,45973
AT_4522_S2_10m_256.nc,AT,803,5518,60018
AT_1504_S2_10m_256.nc,AT,0,0,65536
ES_1306_S2_10m_256.nc,ES,36678,34792,30744
FR_34876_S2_10m_256.nc,FR,15006,21694,43842
NL_1883_S2_10m_256.nc,NL,43387,43092,22444
NL_4137_S2_10m_256.nc,NL,28614,52235,13301
SE_4325_S2_10m_256.nc,SE,17879,25711,39825
AT_974_S2_10m_256.nc,AT,1117,5363,60173
AT_6168_S2_10m_256.nc,AT,2809,6596,58940
FR_18928_S2_10m_256.nc,FR,19500,47020,18516
SE_21644_S2_10m_256.nc,SE,6046,17321,48215
LU_86_S2_10m_256.nc,LU,24841,45448,20088
FR_47852_S2_10m_256.nc,FR,21598,35815,29721
AT_6921_S2_10m_256.nc,AT,8569,14492,51044
NL_4357_S2_10m_256.nc,NL,27413,54871,10665
AT_7907_S2_10m_256.nc,AT,250,912,64624
FR_63417_S2_10m_256.nc,FR,0,0,65536
ES_553_S2_10m_256.nc,ES,20191,36583,28953
FR_36492_S2_10m_256.nc,FR,23559,39830,25706
AT_6380_S2_10m_256.nc,AT,3769,27622,37914
ES_1847_S2_10m_256.nc,ES,15067,17432,48104
SE_15024_S2_10m_256.nc,SE,16242,29655,35881
FR_47979_S2_10m_256.nc,FR,22271,54360,11176
ES_1676_S2_10m_256.nc,ES,29754,40675,24861
NL_3844_S2_10m_256.nc,NL,23130,46020,19516
LU_195_S2_10m_256.nc,LU,20808,40792,24744
SE_16249_S2_10m_256.nc,SE,15738,41482,24054
FR_65897_S2_10m_256.nc,FR,18863,32184,33352
AT_9093_S2_10m_256.nc,AT,31076,54392,11144
SE_12407_S2_10m_256.nc,SE,0,0,65536
LU_159_S2_10m_256.nc,LU,14651,24385,41151
FR_18304_S2_10m_256.nc,FR,924,1519,64017
SE_25131_S2_10m_256.nc,SE,4746,6852,58684
LU_75_S2_10m_256.nc,LU,15597,25358,40178
SE_27087_S2_10m_256.nc,SE,8095,17407,48129
FR_39539_S2_10m_256.nc,FR,1049,3030,62506
AT_10106_S2_10m_256.nc,AT,39509,57678,7858
SE_14710_S2_10m_256.nc,SE,20773,48806,16730
FR_61169_S2_10m_256.nc,FR,10917,16447,49089
FR_48805_S2_10m_256.nc,FR,19166,58109,7427
NL_4681_S2_10m_256.nc,NL,6617,11010,54526
FR_68199_S2_10m_256.nc,FR,2119,13775,51761
SI_858_S2_10m_256.nc,SI,29708,37710,27826
NL_1882_S2_10m_256.nc,NL,41792,41708,23828
SE_12016_S2_10m_256.nc,SE,18483,55206,10330
AT_8648_S2_10m_256.nc,AT,33245,47747,17789
FR_28239_S2_10m_256.nc,FR,22582,47645,17891
ES_2033_S2_10m_256.nc,ES,27815,47377,18159
NL_2022_S2_10m_256.nc,NL,21942,44096,21440
FR_55299_S2_10m_256.nc,FR,0,0,65536
FR_42971_S2_10m_256.nc,FR,4913,9377,56159
SE_34407_S2_10m_256.nc,SE,12944,41764,23772
AT_8317_S2_10m_256.nc,AT,3723,6634,58902
SE_29759_S2_10m_256.nc,SE,9704,19294,46242
FR_50164_S2_10m_256.nc,FR,4223,11026,54510
FR_53470_S2_10m_256.nc,FR,5683,9678,55858
AT_1873_S2_10m_256.nc,AT,3446,31129,34407
AT_6112_S2_10m_256.nc,AT,20940,46503,19033
AT_7803_S2_10m_256.nc,AT,974,1465,64071
NL_2364_S2_10m_256.nc,NL,25291,56092,9444
NL_5219_S2_10m_256.nc,NL,16893,36029,29507
ES_1741_S2_10m_256.nc,ES,20552,15823,49713
NL_2985_S2_10m_256.nc,NL,23759,50374,15162
AT_8179_S2_10m_256.nc,AT,194,119,65417
AT_6374_S2_10m_256.nc,AT,3506,5003,60533
FR_42027_S2_10m_256.nc,FR,0,0,65536
SE_32543_S2_10m_256.nc,SE,11212,11714,53822
AT_5976_S2_10m_256.nc,AT,27042,44752,20784
AT_4098_S2_10m_256.nc,AT,16991,28044,37492
FR_33000_S2_10m_256.nc,FR,6082,15878,49658
AT_7259_S2_10m_256.nc,AT,12294,23994,41542
NL_4752_S2_10m_256.nc,NL,19497,46170,19366
SE_11242_S2_10m_256.nc,SE,21900,36275,29261
FR_24622_S2_10m_256.nc,FR,18865,28781,36755
SE_38258_S2_10m_256.nc,SE,18591,22118,43418
AT_4837_S2_10m_256.nc,AT,731,2626,62910
FR_23825_S2_10m_256.nc,FR,1915,3198,62338
NL_2276_S2_10m_256.nc,NL,18709,24738,40798
AT_1716_S2_10m_256.nc,AT,3888,22145,43391
FR_57747_S2_10m_256.nc,FR,0,0,65536
FR_58050_S2_10m_256.nc,FR,1016,5064,60472
LU_238_S2_10m_256.nc,LU,18543,35572,29964
ES_1449_S2_10m_256.nc,ES,0,0,65536
SE_26678_S2_10m_256.nc,SE,3931,5818,59718
AT_6341_S2_10m_256.nc,AT,20974,49901,15635
LU_155_S2_10m_256.nc,LU,20818,46255,19281
AT_1791_S2_10m_256.nc,AT,2751,38835,26701
ES_3338_S2_10m_256.nc,ES,0,0,65536
SE_29352_S2_10m_256.nc,SE,2992,5395,60141
ES_517_S2_10m_256.nc,ES,25081,49903,15633
SE_23965_S2_10m_256.nc,SE,860,1235,64301
AT_9974_S2_10m_256.nc,AT,38687,52439,13097
AT_7143_S2_10m_256.nc,AT,1799,2257,63279
AT_5797_S2_10m_256.nc,AT,5141,6791,58745
FR_37396_S2_10m_256.nc,FR,22606,45418,20118
AT_7132_S2_10m_256.nc,AT,4144,8771,56765
NL_3134_S2_10m_256.nc,NL,0,0,65536
AT_1351_S2_10m_256.nc,AT,2066,5197,60339
AT_2836_S2_10m_256.nc,AT,0,0,65536
ES_1133_S2_10m_256.nc,ES,23709,41184,24352
FR_43985_S2_10m_256.nc,FR,5276,11753,53783
FR_52876_S2_10m_256.nc,FR,0,0,65536
FR_54009_S2_10m_256.nc,FR,1969,4614,60922
ES_1066_S2_10m_256.nc,ES,32035,50906,14630
FR_32908_S2_10m_256.nc,FR,1173,7850,57686
NL_2505_S2_10m_256.nc,NL,12665,14249,51287
AT_6243_S2_10m_256.nc,AT,2641,29667,35869
AT_7729_S2_10m_256.nc,AT,2532,14250,51286
SE_20023_S2_10m_256.nc,SE,15361,61655,3881
FR_56757_S2_10m_256.nc,FR,3399,6368,59168
AT_3791_S2_10m_256.nc,AT,1313,5543,59993
NL_561_S2_10m_256.nc,NL,20066,51501,14035
FR_27714_S2_10m_256.nc,FR,7292,9359,56177
AT_9521_S2_10m_256.nc,AT,16829,30727,34809
FR_44882_S2_10m_256.nc,FR,5260,8583,56953
FR_18040_S2_10m_256.nc,FR,0,0,65536
FR_15520_S2_10m_256.nc,FR,22183,39826,25710
SE_30543_S2_10m_256.nc,SE,13648,31755,33781
SE_10095_S2_10m_256.nc,SE,13760,54329,11207
FR_51409_S2_10m_256.nc,FR,26078,38210,27326
FR_36919_S2_10m_256.nc,FR,3615,5846,59690
FR_18027_S2_10m_256.nc,FR,591,1058,64478
FR_32340_S2_10m_256.nc,FR,8714,35369,30167
NL_3451_S2_10m_256.nc,NL,6569,9924,55612
LU_175_S2_10m_256.nc,LU,22894,41607,23929
FR_28386_S2_10m_256.nc,FR,2967,8841,56695
FR_55541_S2_10m_256.nc,FR,6977,57618,7918
NL_1177_S2_10m_256.nc,NL,5373,13416,52120
SI_1151_S2_10m_256.nc,SI,1014,1400,64136
AT_8872_S2_10m_256.nc,AT,32639,59271,6265
AT_1201_S2_10m_256.nc,AT,4082,19789,45747
SE_22350_S2_10m_256.nc,SE,15083,54597,10939
LU_71_S2_10m_256.nc,LU,23436,53071,12465
AT_8858_S2_10m_256.nc,AT,31251,51815,13721
SE_17808_S2_10m_256.nc,SE,10058,32162,33374
ES_763_S2_10m_256.nc,ES,26240,39863,25673
AT_6644_S2_10m_256.nc,AT,29753,45570,19966
AT_5362_S2_10m_256.nc,AT,3984,15189,50347
AT_5604_S2_10m_256.nc,AT,24748,44731,20805
SE_9670_S2_10m_256.nc,SE,18706,39046,26490
FR_45439_S2_10m_256.nc,FR,22207,56429,9107
AT_5406_S2_10m_256.nc,AT,16850,20329,45207
SE_28622_S2_10m_256.nc,SE,12691,27166,38370
FR_43863_S2_10m_256.nc,FR,6315,10553,54983
AT_6809_S2_10m_256.nc,AT,6065,19785,45751
FR_52359_S2_10m_256.nc,FR,1212,5774,59762
AT_2537_S2_10m_256.nc,AT,10989,13062,52474
SE_37460_S2_10m_256.nc,SE,10656,21066,44470
AT_5513_S2_10m_256.nc,AT,0,0,65536
AT_8353_S2_10m_256.nc,AT,2467,3733,61803
SI_1864_S2_10m_256.nc,SI,28587,33382,32154
AT_9679_S2_10m_256.nc,AT,28989,50866,14670
SE_33620_S2_10m_256.nc,SE,6858,17900,47636
FR_50018_S2_10m_256.nc,FR,319,342,65194
NL_2719_S2_10m_256.nc,NL,25490,35600,29936
FR_54205_S2_10m_256.nc,FR,3151,14616,50920
AT_6231_S2_10m_256.nc,AT,1688,14643,50893
NL_3372_S2_10m_256.nc,NL,17501,31241,34295
FR_41321_S2_10m_256.nc,FR,11263,42167,23369
FR_24343_S2_10m_256.nc,FR,6944,12869,52667
FR_15283_S2_10m_256.nc,FR,0,0,65536
FR_56388_S2_10m_256.nc,FR,5285,40456,25080
NL_3240_S2_10m_256.nc,NL,7909,9707,55829
FR_57235_S2_10m_256.nc,FR,3508,43132,22404
SE_15090_S2_10m_256.nc,SE,21218,42506,23030
ES_1494_S2_10m_256.nc,ES,33623,54232,11304
NL_3901_S2_10m_256.nc,NL,36171,56848,8688
AT_5742_S2_10m_256.nc,AT,19428,35298,30238
ES_3758_S2_10m_256.nc,ES,26891,34331,31205
FR_56965_S2_10m_256.nc,FR,1375,8427,57109
AT_4907_S2_10m_256.nc,AT,18192,24171,41365
FR_51394_S2_10m_256.nc,FR,1951,2648,62888
